source_id,title,summary,url,published_at,fetched_at,vader_compound
guardian,"Labour members ‘have tougher view on welfare than you might think’, poll suggests","Survey finds party members see health, the economy, cost of living and climate crisis among biggest challenges Andy Burnham has inherited a Labour membership that is sceptical about increased welfare spending, supportive of higher defence spending, and ranks the climate crisis as one of the country’s biggest challenges, according to new polling. The survey of 788 members between the end of June and the end of July shows them ranking health (43%), the economy (42%), cost of living (39%) and climate change (29%) as Britain’s most important issues, ahead of welfare benefits (7%) and immigration (6%). Continue reading...",https://www.theguardian.com/politics/2026/aug/04/labour-members-view-welfare-health-economy-poll-survey,2026-08-04T17:17:38+00:00,2026-08-04T22:33:48.847731+00:00,0.1779
guardian,The Guardian view on England’s centralised state: Andy Burnham must unbundle it | Editorial,"Devolution should finance transport, skills and industry, not become a rightwing contest to promise the largest tax giveaway That England is among the rich world’s most centralised countries underpins Andy Burnham’s critique of the economic history of the past 40 years. Only post-communist Europe deindustrialised as rapidly as Yorkshire and the Midlands did in the 1980s. Centralisation did not close every factory or pit, but left regions without the powers, finance or institutions to cushion the shock or build a resilient, replacement economy. Hence Mr Burnham’s radical and welcome plan to unbundle English government. There are three facets to his devolution programme. The first are the detailed and concrete proposals contained in a cabinet paper Mr Burnham released on Friday. This appears to be a blueprint to create a decentralised state organised around mayors as the key regional economic actors, while jointly governed pan-regional agencies could emerge, say for transport, energy, investment and industrial systems, that cross mayoral boundaries. Regions without mayors will get a chance to have one – or limit themselves to weaker powers. Continue reading...",https://www.theguardian.com/commentisfree/2026/jul/31/the-guardian-view-on-englands-centralised-state-andy-burnham-must-unbundle-it,2026-07-31T16:32:06+00:00,2026-08-04T22:33:48.847731+00:00,0.0
guardian,"About 1,000 fewer prisoners to get early release as Burnham tightens rules","Justice secretary says he could not have gone further without causing system to ‘break’ but acknowledges impact on grieving relatives such as those of PC Andrew Harper About 1,000 fewer prisoners will be released early after Andy Burnham’s intervention to exclude those convicted of rape, serious child sexual offences and grooming from the scheme. The justice secretary, Alex Norris, said 5,000 prisoners would be released over 10 months from October in England and Wales, down from the government’s original plan for 6,000 from September. Continue reading...",https://www.theguardian.com/society/2026/aug/04/fewer-prisoners-early-release-burnham-tightens-rules,2026-08-04T12:18:17+00:00,2026-08-04T22:33:48.847731+00:00,-0.5106
guardian,BP boss urges Burnham to prioritise UK oil and gas even as firm exits North Sea,"Meg O’Neill says ‘where we generate jobs, we generate tax revenue’, as company’s profits more than double Revealed: major oil firms make $93bn profits amid war and climate crisis Nils Pratley: BP boss is unsentimental in pruning portfolio and clear on North Sea advice to Burnham BP’s chief executive has urged Andy Burnham to make use of the UK’s oil and gas resources even as the oil company prepares to sell its North Sea business after 60 years in the ageing basin. In a conversation with the new prime minister, Meg O’Neill said the country should prioritise using energy produced in the UK, “where we generate jobs, we generate tax revenue, we generate all those additional positive impacts”. Continue reading...",https://www.theguardian.com/business/2026/aug/04/bp-profits-iran-war-oil-prices-shell,2026-08-04T17:55:09+00:00,2026-08-04T22:33:48.847731+00:00,0.0
guardian,Kemi Badenoch defends selection of man jailed for harassing Jewish MP in council election – as it happened,"Conservative leader tells press she stands by decision to select Joshua Bonehill-Paine as a candidate for local election in Somerset Former neo-Nazi activist selected as Tory candidate for Somerset council election Some 86,495 people were in prison in England and Wales as of 3 August, according to the latest data published by the Ministry of Justice. This is 2,026 below the record high of 88,521 reached on 6 September 2024, just before the current early release scheme began. Continue reading...",https://www.theguardian.com/politics/live/2026/aug/04/pc-harper-prisoner-early-release-andy-burnham-labour-conservatives-badenoch-latest-news-updates,2026-08-04T14:56:34+00:00,2026-08-04T22:33:48.847731+00:00,-0.7717
guardian,Ex-MP urges Tories to drop candidate jailed for campaign of antisemitic abuse against her,"Luciana Berger says Joshua Bonehill-Paine should have no role in public life because of ‘his racism and his view of women’ A former MP has urged the Tory leader to drop an election candidate who was previously jailed for a campaign of antisemitic abuse against her. Kemi Badenoch on Tuesday defended the Conservative party’s selection of Joshua Bonehill-Paine, a former neo-Nazi, insisting she believes in “second chances”. Continue reading...",https://www.theguardian.com/politics/2026/aug/04/ex-mp-urges-tories-to-drop-candidate-jailed-for-campaign-of-antisemitic-abuse-against-her,2026-08-04T17:11:50+00:00,2026-08-04T22:33:48.847731+00:00,-0.8591
bbc,Burnham says he told Trump UK will be pragmatic about North Sea oil,Andy Burnham says he told the US president he couldn't ignore North Sea resources when people are struggling.,https://www.bbc.co.uk/news/articles/c70gr75xzg5o?at_medium=RSS&at_campaign=rss,2026-07-30T16:19:08+00:00,2026-08-04T22:33:49.043661+00:00,0.0
bbc,Ex neo-Nazi activist selected as Tory candidate,Joshua Bonehill-Paine was jailed in 2015 after posting antisemitic remarks ahead of a protest.,https://www.bbc.co.uk/news/articles/c70g9rw58q2o?at_medium=RSS&at_campaign=rss,2026-08-04T19:15:51+00:00,2026-08-04T22:33:49.043661+00:00,0.0
bbc,What we know about Andy Burnham's policies,The former Greater Manchester has begun outlining the policies he will pursue as prime minister.,https://www.bbc.co.uk/news/articles/clywzj2vk3zo?at_medium=RSS&at_campaign=rss,2026-07-20T15:40:51+00:00,2026-08-04T22:33:49.043661+00:00,0.0
bbc,Councillor sanctioned in row over 'sexualisation',The leader of the Reform UK group at Devon County Council says it was important to raise concerns.,https://www.bbc.co.uk/news/articles/c62e8rg12ndo?at_medium=RSS&at_campaign=rss,2026-07-30T10:43:49+00:00,2026-08-04T22:33:49.043661+00:00,0.0
guardian,Government contracts to require job creation instead of green targets under new rules,"Louise Haigh says taxpayer money must benefit local communities amid backlash from environmental groups Ministers will scrap the requirement for companies to prove their green and progressive values before they are awarded government contracts, and instead ask firms to prove they will help young people back into work. As part of a government push to reduce the number of people not in education, employment or training (Neets) in the UK and boost regional growth, public sector buyers will double the consideration they give to whether companies will get more people into jobs, rather than if they can show they are improving social and environmental wellbeing. Government procurement contracts account for about £90bn of taxpayers’ money spent each year. Continue reading...",https://www.theguardian.com/society/2026/aug/04/government-contracts-to-require-job-creation-instead-of-green-targets-under-new-rules,2026-08-04T21:30:00+00:00,2026-08-05T12:33:49.051785+00:00,0.2732
bbc,Council cancels climate emergency declaration,A Reform UK motion argues the council can improve the local environment without the official pledge.,https://www.bbc.co.uk/news/articles/cwyq07wq7kgo?at_medium=RSS&at_campaign=rss,2026-07-31T15:12:45+00:00,2026-08-05T13:03:49.046240+00:00,-0.5423
guardian,Charity Commission to investigate donations to illegal Israeli settlements,"Official action by regulator for England and Wales comes after formal complaint made by Labour MP about the funds An official investigation has been launched into charities in England and Wales donating funds to illegal Israeli settlements in Palestine. The Charity Commission will aim to establish the amount of charitable funds going to illegal settlements, whether the spending was in furtherance of their purposes and any regulatory action that may be necessary. Continue reading...",https://www.theguardian.com/society/2026/aug/05/charity-commission-investigate-donations-israeli-settlements-palestine,2026-08-04T23:01:02+00:00,2026-08-05T14:33:49.375233+00:00,-0.2023
guardian,Why Andy Burnham’s devolution pledge will be tricky to deliver | Richard Partington,"Sharing income tax with England’s regional mayors could tackle inequality but many councils are ill-equipped for an enlarged role On the road to Downing Street, Andy Burnham promised to transfer power from Westminster to every postcode in the country. After his first two weeks in office, the size and complexity of this project are becoming clearer. With a date set for the autumn budget , the work of filling in the detail that will underpin his devolution plans begins – starting with his proposal to hand England’s regional mayors a share of income tax to support local economic development. Continue reading...",https://www.theguardian.com/politics/2026/aug/02/andy-burnham-devolution-pledge-tricky-deliver-inequality,2026-08-02T11:19:32+00:00,2026-08-05T14:33:49.375233+00:00,-0.1531
guardian,Prisoner early release scheme gives Burnham his first taste of unpopularity,"After a blitz of small wins, PM is finding that like Keir Starmer there is only so much he can control on the big calls If Andy Burnham wanted to demonstrate he was the anti-Keir Starmer, the first fortnight could not have gone better. Instead of painting a gloomy picture of tough times and an economic black hole that would only improve with sacrifices such as cutting winter fuel allowance, Burnham’s first week was a blitz of small wins including cutting bus fares. But the new prime minister can only control so much. And like Starmer, within his first days in office he found himself facing immediate decisions where every call will make you unpopular. And – like Starmer – blaming your predecessor counts for nothing with an angry public. Continue reading...",https://www.theguardian.com/politics/2026/aug/04/prisoner-early-release-scheme-burnham-first-taste-unpopularity,2026-08-04T11:23:24+00:00,2026-08-05T14:33:49.375233+00:00,-0.5423
guardian,"Like Burnham, I was an altar boy. His Catholic upbringing is shaping the way he governs |Julian Coman","With a prime minister raised in a tradition that emphasises our mutual dependency, we may finally have a leader who can address the anomie gripping our country Like Andy Burnham, I was once an enthusiastic altar boy, although I don’t recall competing to be at the front with the communion plate as the prime minister apparently did . Much of my motivation had little to do with piety. The tips received for serving at weddings were often very generous and I got on well with Father Jerome, an engagingly worldly monk from Ampleforth who shared my passion for Manchester United. I’m five years older than Burnham, but the atmosphere of the small-town northern Catholicism we grew up with will have been much the same. The second Vatican council’s reforms , responding to the social changes under way since the 1960s, were “democratising” the tone and style of worship, and traditionalists were mourning the sidelining of the old Latin mass. The huge success of Pope John Paul II’s groundbreaking visit to Britain in 1982 – the first by a reigning pontiff – had made the faith seem more mainstream and less rarefied. Politically, most Catholics voted Labour, and the large number of Celtic surnames in parish registers testified to a demographic significantly different from Anglican congregations, which were both more English and more Tory . Julian Coman is a Guardian associate editor Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here . Continue reading...",https://www.theguardian.com/commentisfree/2026/aug/01/andy-burnham-catholic-faith-shaping-way-governs,2026-08-01T05:00:44+00:00,2026-08-05T14:33:49.375233+00:00,0.3612
guardian,The Manchester mayoral result holds the key for the future of progressive politics | Neal Lawson,"Voters on the left are more fragmented than ever – but they will pull together behind a convincing cross-party message Neal Lawson is director of the cross-party campaign organisation Compass The results of the election for a new mayor to succeed Andy Burnham in Greater Manchester show progressives standing at the threshold of a new era. But only if they work together. The new mayor, Bev Craig , was elected using the supplementary vote, which uses voters’ second preference if no one wins more than half the vote in the first round. Despite the Burnham bounce, Labour received only 47% of the vote in the first round, well down on her predecessor, who never got below 63% in his three campaigns. But when second preferences kicked in, it’s estimated that about seven in 10 progressives who had backed other parties piled in behind Craig. Continue reading...",https://www.theguardian.com/commentisfree/2026/aug/01/bev-craig-manchester-mayoral-result-key-to-future-progressive-politics,2026-08-01T12:50:23+00:00,2026-08-05T14:33:49.375233+00:00,0.0
guardian,Andy Burnham reveals wife’s reaction to third Labour leadership bid,"Burnham said his wife, Marie-France van Heel, took some persuading after he ran and lost in contests in 2010 and 2015 Andy Burnham has revealed his wife’s dismayed reaction when he told her he wanted to make another attempt at becoming Labour leader. Burnham said that his wife, Marie-France van Heel, had been surprised by his decision to run, having lost contests in 2010 and 2015 to Ed Miliband and Jeremy Corbyn respectively. Continue reading...",https://www.theguardian.com/politics/2026/aug/05/andy-burnham-wife-marie-france-van-heel-reaction-third-labour-leadership-bid,2026-08-05T10:59:05+00:00,2026-08-05T14:33:49.375233+00:00,0.0
guardian,Jewish leaders turn down meeting with Conservative council candidate jailed for antisemitism – UK politics live,"Board of Deputies of British Jews and the Jewish Leadership Council to meet with Tory party but decline meeting with Joshua Bonehill-Paine Badenoch defends decision to allow man jailed for antisemitism to stand as councillor Ministers will scrap the requirement for companies to prove their green and progressive values before they are awarded government contracts, and instead ask firms to prove they will help young people back into work. As part of a government push to reduce the number of people not in education, employment or training (Neets) in the UK and boost regional growth, public sector buyers will double the consideration they give to whether companies will get more people into jobs, rather than if they can show they are improving social and environmental wellbeing. Government procurement contracts account for about £90bn of taxpayers’ money spent each year. Continue reading...",https://www.theguardian.com/politics/live/2026/aug/05/pc-andrew-harper-police-prisoner-early-release-andy-burnham-kemi-badenoch-labour-conservatives-uk-politics-latest-news-updates,2026-08-05T14:21:49+00:00,2026-08-05T14:33:49.375233+00:00,-0.4939
guardian,"‘Leicester Square, please guv’: Self-driving taxis cleared for London streets ‘later this summer’","Wayve Uber wins first minicab licence for autonomous cabs from TfL but vehicles will have a safety driver (at first) The taxi app company Uber and the autonomous technology developer Wayve have been granted the first minicab licences in London allowing them to offer self-driving taxi rides to paying customers – but with a human safety driver in place, for now. The companies said they would start trips in the UK “later this summer” before the full public launch. Continue reading...",https://www.theguardian.com/technology/2026/aug/05/self-driving-taxis-approved-london-summer-2026-wayve-uber,2026-08-05T13:54:12+00:00,2026-08-05T14:33:49.375233+00:00,0.4019
guardian,Burnham not considering public inquiry into UK activities of Jeffrey Epstein,"Victims’ minister said earlier that PM was ‘looking into’ inquiry into Epstein and another into Mohamed Al Fayed UK politics live – latest updates Andy Burnham is not actively considering a public inquiry into the actions of Jeffrey Epstein in the UK, despite claims to the contrary, it is understood. The victims’ minister, Alex Davies-Jones, said on Tuesday had the prime minister had agreed to meet the sex offender’s victims, was “looking into” an inquiry and was “taking this very seriously”. A separate inquiry into the alleged actions of the former Harrods owner Mohamed Al Fayed is also being considered. But the Guardian understands a public inquiry is not being actively considered by No 10. Continue reading...",https://www.theguardian.com/us-news/2026/aug/05/burnham-considering-public-inquiry-jeffrey-epstein-mohamed-al-fayed,2026-08-05T10:19:30+00:00,2026-08-05T14:33:49.375233+00:00,0.0
guardian,Badenoch defends decision to allow man jailed for antisemitism to stand as councillor,"Tory leader praises Joshua Bonehill-Paine’s ‘contrition’ but says she has higher thresholds for MP candidates UK politics live – latest updates Kemi Badenoch has defended her party’s decision to allow a former neo-Nazi who was jailed for subjecting a prominent Labour politician to antisemitic abuse to stand as a councillor. Badenoch said her party was not giving Joshua Bonehill-Paine, who is standing for election in Somerset, a “national platform”. Continue reading...",https://www.theguardian.com/politics/2026/aug/05/kemi-badenoch-conservatives-joshua-bonehill-paine-somerset-councillor,2026-08-05T08:37:19+00:00,2026-08-05T14:33:49.375233+00:00,-0.3182
guardian,"Women must not be put under pressure to have ‘ideal birth’, says Yvette Cooper","Exclusive: New health secretary promises root-and-branch reform after damning maternity scandals Women should not feel pressurised into experiencing an “ideal birth”, the new health secretary, Yvette Cooper, has said, promising a root-and-branch reform of standards after several damning maternity scandals. Cooper, who returns to the department 27 years after she was the minister for public health under Tony Blair, said maternity and child health would be a major focus in the role, where she will also be expected to implement significant reforms to social care. Continue reading...",https://www.theguardian.com/society/2026/aug/05/women-must-not-feel-pressure-to-have-ideal-birth-says-yvette-cooper,2026-08-05T05:00:11+00:00,2026-08-05T14:33:49.375233+00:00,-0.296
bbc,Andy Burnham to give regional mayors share of income tax,"The prime minister says the move will give power to ""every postcode"" but critics say the plans lack detail.",https://www.bbc.co.uk/news/articles/c4g3eyg60e0o?at_medium=RSS&at_campaign=rss,2026-07-31T13:16:44+00:00,2026-08-05T14:33:49.921553+00:00,0.296
bbc,"Wheels could come off Stormont without reform, says Sinn Féin",The Democratic Unionist Party says it is interested in delivering for the people of Northern Ireland.,https://www.bbc.co.uk/news/articles/cdew3dj454xo?at_medium=RSS&at_campaign=rss,2026-07-31T17:56:56+00:00,2026-08-05T14:33:49.921553+00:00,0.0
bbc,Ex-MP urges Tories to block council candidate jailed for antisemitic abuse against her,"Joshua Bonehill-Paine was jailed over neo-Nazi activism, but has been selected to stand in a new Somerset Council seat in 2027.",https://www.bbc.co.uk/news/articles/c1l1q6167d3o?at_medium=RSS&at_campaign=rss,2026-08-05T13:37:55+00:00,2026-08-05T14:33:49.921553+00:00,-0.8834
bbc,MP Diane Abbott readmitted into Labour Party after suspension,"The long-serving MP apologises for past comments and says she has been issued with a ""formal warning"".",https://www.bbc.co.uk/news/articles/cy5dwd1p374o?at_medium=RSS&at_campaign=rss,2026-07-31T06:39:12+00:00,2026-08-05T14:33:49.921553+00:00,0.4019
bbc,Unions to boycott Labour women's conference over trans ban,The BBC understands the ban goes against long-standing policies on trans inclusion in most unions.,https://www.bbc.co.uk/news/articles/cpq8nwxdvzyo?at_medium=RSS&at_campaign=rss,2026-07-31T09:47:13+00:00,2026-08-05T14:33:49.921553+00:00,-0.7096
sky,Key HS2 contracts renegotiated as government scrambles to slash costs,"Two of the High Speed 2 (HS2) railway's most significant private sector deals have been renegotiated, the government will announce on Friday, as it tries to demonstrate that Britain's biggest infrastructure white elephant is finally under control.",https://news.sky.com/story/key-hs2-contracts-renegotiated-as-government-scrambles-to-slash-costs-13568600,2026-07-30T19:44:00+00:00,2026-08-05T14:33:50.259584+00:00,-0.2732
sky,Harriet Harman: Ban men from running for next Labour leader,Labour grandee Harriet Harman has said Labour should ban men from running in its next leadership election.,https://news.sky.com/story/harriet-harman-ban-men-from-running-for-next-labour-leader-13568498,2026-07-30T14:21:00+00:00,2026-08-05T14:33:50.259584+00:00,-0.5574
bbc,Infantino 'wrong man' to lead Fifa says Burnham as criticism grows,"Prime Minister Andy Burnham says Gianni Infantino is ""the wrong man"" to lead Fifa as criticism grows of the controversial investment plan.",https://www.bbc.co.uk/sport/football/articles/ce345l6kg6ro?at_medium=RSS&at_campaign=rss,2026-07-31T12:14:43+00:00,2026-08-06T10:34:00.866223+00:00,-0.7184
bbc,"Labour's Bev Craig elected mayor of Greater Manchester, replacing Andy Burnham",Labour's Bev Craig secures nearly double the number of votes won by Reform UK's Sian Astley.,https://www.bbc.co.uk/news/articles/cy74n1n1lnxo?at_medium=RSS&at_campaign=rss,2026-07-31T22:53:54+00:00,2026-08-06T10:34:00.866223+00:00,0.3612
bbc,Burnham considers reversing plan to scrap some jury trials,"The prime minister says his ""instinct"" is to reverse plans by the last PM to limit jury trials in England and Wales.",https://www.bbc.co.uk/news/articles/ce3qjv945g7o?at_medium=RSS&at_campaign=rss,2026-07-31T15:25:20+00:00,2026-08-06T10:34:00.866223+00:00,0.0
bbc,High Court upholds decision to allow Chinese mega embassy,"The government has given the green light to the site on the old Royal Mint, near the Tower of London.",https://www.bbc.co.uk/news/articles/cwylenj3znno?at_medium=RSS&at_campaign=rss,2026-07-31T19:29:43+00:00,2026-08-06T10:34:00.866223+00:00,0.2263
bbc,Burnham faces criticism over plans for mayors to get share of income tax,"Tory mayor Lord Houchen wants to offer a rebate, but the prime minister says it should be reinvested in communities.",https://www.bbc.co.uk/news/articles/cwyr1w8r2y2o?at_medium=RSS&at_campaign=rss,2026-07-31T16:13:26+00:00,2026-08-06T10:34:00.866223+00:00,-0.1779
guardian,The Guardian view on Burnham and the devolved nations: a test for the new politics in Westminster | Editorial,"The prime minister has unveiled his plans for English devolution. The picture in Scotland, Wales and Northern Ireland is much less clear After early statements of intent on homelessness and social care, Andy Burnham capped his opening two weeks in office by addressing what one might call the English question. Plans for greater fiscal devolution to England’s mayoral authorities, unveiled last week, are part of what is perhaps the primary raison d’etre of Mr Burnham’s government: the need to rebalance power and resources, in a country where they have been skewed disproportionately towards London and the south-east. As the designated administrative hub of that political project, the creation of No 10 North in Manchester symbolises the ambition. Beyond England’s borders, however, the picture is much less clear. May’s elections in Scotland and particularly Wales were a disaster for Labour and Mr Burnham’s predecessor, Sir Keir Starmer. Progressive nationalist parties now rule in each of the devolved nations. How the prime minister chooses to engage with them will be a test of the kind of politics of compromise and consensus-building he has said he is committed to. Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our letters section, please click here . Continue reading...",https://www.theguardian.com/commentisfree/2026/aug/04/the-guardian-view-on-burnham-and-the-devolved-nations-a-test-for-the-new-politics-in-westminster,2026-08-04T17:30:06+00:00,2026-08-06T14:03:49.319094+00:00,0.0
guardian,Martin Rowson on Andy Burnham’s plans for care reform – cartoon,Continue reading...,https://www.theguardian.com/commentisfree/picture/2026/jul/31/martin-rowson-andy-burnham-plans-care-reform-cartoon,2026-07-31T16:27:37+00:00,2026-08-06T14:03:49.319094+00:00,0.4939
guardian,‘We fought for a tougher sentence’: victims’ families’ fury over early release scheme,"Partner of woman killed by dangerous driver among those who say they are devastated at killers leaving jail early When Calvin Buckley, whose pregnant partner was killed by a dangerous driver in 2023, secured a tougher sentence for the man who took her life, he felt some justice had been served. Now, under plans to release prisoners early to ease overcrowding, Adil Iqbal, who filmed himself speeding at 123mph before he crashed into 38-year-old Frankie Jules-Hough, may serve less time in prison than he would have under his original sentence. “He could actually serve less time than he originally was going to before we appealed,” Buckley said. “We’ve fought for a tougher sentence. What is the point of having an actual sentence if the government can just reduce that?” Continue reading...",https://www.theguardian.com/law/2026/aug/04/victims-families-outrage-early-release-schemes-andrew-harper,2026-08-04T17:15:04+00:00,2026-08-06T14:03:49.319094+00:00,-0.6486
guardian,Bank battle: history suggests Burnham faces fight if he opts for windfall tax,"As lenders’ profits soar, calls grow for a levy to help new PM ease cost of living pressures on households It has been a stellar week for UK banks. Fuelled by high interest rates and market turbulence rippling out from the US war on Iran, major lenders have revealed soaring half-year profits that allowed bosses to boost bonus pots and give billions of pounds to shareholders. Collectively, the UK’s four largest lenders – HSBC, NatWest, Barclays and Lloyds – reported £29.2bn in profits over the first six months of the year, with almost half, £13.7bn, pledged to investors through dividends and share buybacks. Continue reading...",https://www.theguardian.com/business/2026/aug/05/bank-windfall-tax-history-andy-burnham-cost-of-living,2026-08-05T05:00:11+00:00,2026-08-06T14:03:49.319094+00:00,-0.6369
