source_id,title,summary,url,published_at,fetched_at,vader_compound
guardian,Suddenly the British right feels a political chill. It’s getting cold in Andy Burnham’s shadow | Rafael Behr,"The Tories and Reform had it easy when Keir Starmer was self-destructing – but a new PM with ideas exposes how vacant the opposition has become Andy Burnham’s recollections of Britain in the 1970s must be pretty hazy. He was nine when the decade ended. Kemi Badenoch, born in 1980, can remember nothing. Lacking first-hand experience, the Conservative leader evokes the turmoil of a bygone era with cautionary zeal borrowed from an older generation. In a speech last week, she accused the new prime minister of pining for “endless strikes, rubbish not being collected, bodies not being buried, inflation at 25% and a chancellor going cap-in-hand to the IMF”. This is more incantation than argument, a ritual fondling of beads on the Tory rosary. It is a symptom of a leader under stress, affirming her faith in Our Lady Margaret Thatcher and warding off socialist devils. Burnham has done nothing to support the claim that his government is a 70s tribute act, unless you count the appointment of a man named Healey as chancellor and the imposition of price controls on buses. Rafael Behr is a Guardian columnist Continue reading...",https://www.theguardian.com/commentisfree/2026/jul/29/british-right-political-chill-andy-burnham-tories-reform-keir-starmer,2026-07-29T05:00:23+00:00,2026-07-30T11:20:55.373471+00:00,0.0
guardian,Captain Chris ‘Hunter-Killer’ Philp takes on French navy single-handed | John Crace,"Shots fired in the Channel are all in a day’s work for the intrepid shadow home secretary C’est magnifique, mais ce n’est pas la guerre. Captain Chris “Hunter-Killer” Philp had been on patrol since first light in the Channel. While the rest of the country was still asleep, the Philpster was scanning the horizon for rubber dinghies full of illegal immigrants. Something he had never done in his previous life as immigration minister. Back then he had sought to rehouse new arrivals in hotels. Now he wanted to send them to a watery grave. It had been a quiet morning. Too quiet. Just the one sighting of a child with a rubber ring paddling off the beach in Boulogne. But Hunter-Killer was taking no chances. All it takes is one child and before long there will be hundreds of thousands making the crossing with swimming aids bought from the local Carrefour. So the Philpster had called in the RAF. Minutes later, a Typhoon FGR4 had blasted the kid out of the water. Job done. Pour encourager les autres. Continue reading...",https://www.theguardian.com/politics/2026/jul/28/conservative-chris-philp-channel-french-navy,2026-07-28T14:50:52+00:00,2026-07-30T11:20:55.373471+00:00,0.0
guardian,Burnham is taking a bold risk by busting the big lie of politics – that change is impossible | Frances Ryan,"Unequal capitalist societies survive on the premise that certain things are inevitable. Admit that these are political choices, and who knows what voters will demand? This is the danger zone. The period when one prime minister leaves office and the next takes over can inspire either dread or delight: a few days in which the country forms a gut reaction to the new government. One week on, Andy Burnham has well and truly ditched the slow fatalism that marked Keir Starmer’s early days in power, in favour of the message that help is on the way: from cost of living support to a pledge to end rough sleeping and Monday’s commitment to fix the social care system . Continue reading...",https://www.theguardian.com/commentisfree/2026/jul/28/andy-burnham-bold-start-change-prime-minister,2026-07-28T05:00:29+00:00,2026-07-30T11:20:55.373471+00:00,0.128
guardian,Polls open in Greater Manchester mayoral byelection overshadowed by new PM and Farage’s antics,"Labour’s Bev Craig expected to win contest that lost column inches to Andy Burnham’s ascent and Reform UK leader’s self-imposed Clacton vote Voting has begun in the biggest byelection in British political history, with more than 2 million people eligible to choose Andy Burnham’s successor as Greater Manchester mayor. In normal times, such a large and politically significant byelection would have dominated the headlines for weeks, particularly as senior Labour figures only weeks ago feared losing the prize mayoralty to Nigel Farage’s Reform UK. Continue reading...",https://www.theguardian.com/politics/2026/jul/30/greater-manchester-mayoral-byelection-overshadowed-labour-andy-burnham-bev-craig,2026-07-30T06:00:53+00:00,2026-07-30T11:20:55.373471+00:00,0.3612
guardian,Brave New World or Groundhog Day? Burnham revisits old ground in speech on social care,"Rightwing media hostility helped sink his reform plans in 2010, but the new PM’s passionate speech suggests there is now clear political will for change For campaigners perpetually disappointed by the failure of England’s political classes to fix England’s creaking adult social care system, the fear was that Andy Burnham’s long-trailed speech on Wednesday would be less Brave New World, more Groundhog Day. Burnham acknowledged he had been here before. Back in 2010, as health and social care secretary, he unveiled extensive proposals to overhaul social care, only for them to collapse amid rightwing media hostility and furious political rows about “death taxes”. Continue reading...",https://www.theguardian.com/politics/2026/jul/29/patrick-butler-andy-burnham-revisits-old-ground-in-speech-on-social-care,2026-07-29T18:15:54+00:00,2026-07-30T11:20:55.373471+00:00,0.765
guardian,‘It hurts to lose a job you love’: Starmer loyalist Bridget Phillipson fights on despite cabinet demotion,"Exclusive: The former education secretary on her new role as Labour chair and continuing as the minister for women and equalities If Bridget Phillipson is angry at losing a job – one that, in the brief honeymoon period at the start of Keir Starmer’s Labour government, she called the “honour of my life” – she is doing a good job of hiding it. “It hurts to lose a job you love,” she says. “Being education secretary was amazing … and I’m really proud of what we achieved in that time.” Phillipson was removed during the clearout of Starmer’s cabinet when Andy Burnham took office last week, and was replaced by Lucy Powell, an ally of the new prime minister. But unlike some spurned colleagues, Phillipson didn’t walk away from government, instead accepting the brief of women and equalities minister – now a cabinet standalone position – which she had previously held alongside education. Continue reading...",https://www.theguardian.com/politics/2026/jul/29/bridget-phillipson-starmer-loyalist-labour-cabinet-demotion,2026-07-29T13:24:16+00:00,2026-07-30T11:20:55.373471+00:00,-0.7184
guardian,‘Terminally online’: why frustrated Greens want Polanski to hand over his social media,"As Labour enjoy a ‘Burnham bounce’, post by Green leader that appeared to welcome violence against Nigel Farage has left some supporters bemused It is just coincidence that a very public mishap by Zack Polanski arrived at the same time as new polls showed Labour in the lead. But it did neatly illustrate the point that while Andy Burnham is enjoying a political honeymoon, the Green leader’s now seems over. This is not to say the Green party in England and Wales is too worried about the arrival of a new prime minister, or that there is necessarily much evidence yet that they should be. Continue reading...",https://www.theguardian.com/politics/2026/jul/29/honeymoon-over-zack-polanski-burnham-green,2026-07-29T07:21:07+00:00,2026-07-30T11:20:55.373471+00:00,0.0258
guardian,Martin Rowson on Andy Burnham’s first week as prime minister – cartoon,Continue reading...,https://www.theguardian.com/commentisfree/picture/2026/jul/24/martin-rowson-andy-burnham-first-week-as-prime-minister-cartoon,2026-07-24T16:07:49+00:00,2026-07-30T11:20:55.373471+00:00,0.0
guardian,Ben Jennings on Andy Burnham becoming prime minister – cartoon,Discover and buy more of Ben’s cartoons here Order your own print of this cartoon from the Guardian Print Shop Continue reading...,https://www.theguardian.com/commentisfree/picture/2026/jul/20/ben-jennings-andy-burnham-becoming-prime-minister-cartoon,2026-07-20T17:59:45+00:00,2026-07-30T11:20:55.373471+00:00,0.0
bbc,Polling stations open for Greater Manchester mayoral election,Polling stations are open across Greater Manchester as voters elect the region's next mayor.,https://www.bbc.co.uk/news/articles/cr59dyl1lg8o?at_medium=RSS&at_campaign=rss,2026-07-30T06:06:01+00:00,2026-07-30T11:20:55.532754+00:00,0.3612
bbc,"Virtual interviews don't show bosses your personality, says Burnham","Interviews online may not allow young people to ""shine"" and communicate their ""passion"", the prime minister says.",https://www.bbc.co.uk/news/articles/c4g4dkr40deo?at_medium=RSS&at_campaign=rss,2026-07-30T09:48:21+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Inquiry finds MoD Afghan data breach was foreseeable failure,"The Commons' Defence Committee says in a report that the MoD used secrecy as a ""shield"" against proper expertise.",https://www.bbc.co.uk/news/articles/c77gvr4172vo?at_medium=RSS&at_campaign=rss,2026-07-29T23:13:43+00:00,2026-07-30T11:20:55.532754+00:00,-0.5106
bbc,"Fix palliative care before assisted dying debate, says PM",Andy Burnham's comments suggest he will not personally back a fresh attempt to legalise assisted dying in England and Wales.,https://www.bbc.co.uk/news/articles/c3w04p4373jo?at_medium=RSS&at_campaign=rss,2026-07-29T12:56:01+00:00,2026-07-30T11:20:55.532754+00:00,0.4939
bbc,Burnham doesn't rule out tax rises to fix social care,The prime minister holds cross-party talks as he speeds up review of social care in England.,https://www.bbc.co.uk/news/articles/ckg6d21zdyro?at_medium=RSS&at_campaign=rss,2026-07-29T16:32:53+00:00,2026-07-30T11:20:55.532754+00:00,0.4939
bbc,Gangland hitman who threw acid at Scottish Conservative leader is freed,"Russell Findlay has warned that organised crime groups may still have ""unfinished business"" with him after learning William Burns would be leaving prison.",https://www.bbc.co.uk/news/articles/cpq8ndxd1n5o?at_medium=RSS&at_campaign=rss,2026-07-29T15:25:27+00:00,2026-07-30T11:20:55.532754+00:00,0.4019
bbc,"Burnham has no scope to increase borrowing, think tank warns",The Prime Minister has announced a series of cost-of-living measure since taking office but is facing questions about how he will fund them.,https://www.bbc.co.uk/news/articles/c62ev62381mo?at_medium=RSS&at_campaign=rss,2026-07-28T23:00:12+00:00,2026-07-30T11:20:55.532754+00:00,-0.0772
bbc,"Schools to offer technical subjects to pupils from age 14 in England, Burnham says",The government wants pupils to take courses like AI and manufacturing which are linked to local jobs.,https://www.bbc.co.uk/news/articles/cj4k2djd5qpo?at_medium=RSS&at_campaign=rss,2026-07-28T16:35:05+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,"Fake sex images of MP are 'gross violation', court told",Lowestoft MP Jess Asato is suing Elon Musk's xAI chatbot Grok for damages in the High Court.,https://www.bbc.co.uk/news/articles/cly5gdp2414o?at_medium=RSS&at_campaign=rss,2026-07-28T14:28:28+00:00,2026-07-30T11:20:55.532754+00:00,-0.8555
bbc,Uefa and PM criticise Infantino World Cup plan,"Uefa and Prime Minister Andy Burnham criticise proposals from Fifa to seek private investment in its competitions, including the World Cup.",https://www.bbc.co.uk/sport/football/articles/c8xng9894z0o?at_medium=RSS&at_campaign=rss,2026-07-28T15:36:29+00:00,2026-07-30T11:20:55.532754+00:00,-0.4404
bbc,Burnham appoints Phillipson as Labour Party chair,"She will work closely with Lucy Powell, having lost out to her in the deputy leadership contest.",https://www.bbc.co.uk/news/articles/cjd4zl0v8kvo?at_medium=RSS&at_campaign=rss,2026-07-28T01:35:28+00:00,2026-07-30T11:20:55.532754+00:00,0.4019
bbc,"NHS 'will collapse' without social care reform, PM tells BBC","The prime minister says he would not want to leave office without bringing in ""substantial change"" to the social care system.",https://www.bbc.co.uk/news/articles/cn0n5xpzlz2o?at_medium=RSS&at_campaign=rss,2026-07-27T16:22:18+00:00,2026-07-30T11:20:55.532754+00:00,-0.703
bbc,"Zelensky visit sends clear message of support for Ukraine, Burnham says",The Ukrainian president became the new prime minister's first international visitor since taking office.,https://www.bbc.co.uk/news/articles/cy8me5vyjg2o?at_medium=RSS&at_campaign=rss,2026-07-27T15:58:27+00:00,2026-07-30T11:20:55.532754+00:00,0.6486
bbc,"Fit schools, hospitals and new homes with air con, say Lib Dems","The party says the country is ""woefully unprepared for extreme heat"", as parts of the UK prepare for another heatwave.",https://www.bbc.co.uk/news/articles/c0jlz099q9xo?at_medium=RSS&at_campaign=rss,2026-07-27T18:36:33+00:00,2026-07-30T11:20:55.532754+00:00,0.3612
bbc,Ex political advisor admits fraud over expense claims,Matthew Torbitt was working for Bury South MP Christian Wakeford at th etime of the offences.,https://www.bbc.co.uk/news/articles/cq895xvd04xo?at_medium=RSS&at_campaign=rss,2026-07-27T17:38:53+00:00,2026-07-30T11:20:55.532754+00:00,-0.3818
bbc,Burnham says he is prepared to call out Trump 'if right for Britain',"Speaking exclusively to the BBC, the prime minister says he had a good first conversation with the US president and insists ""you have to defend your own national interest"".",https://www.bbc.co.uk/news/articles/clye651yzdjo?at_medium=RSS&at_campaign=rss,2026-07-26T05:00:14+00:00,2026-07-30T11:20:55.532754+00:00,0.2263
bbc,Andy Burnham rules out early election in exclusive BBC interview,"The new prime minister told Laura Kuenssberg that people ""voted for a manifesto"" that he would honour, when pressed on whether there will be an early general election.",https://www.bbc.co.uk/news/videos/c935kzyq6r4o?at_medium=RSS&at_campaign=rss,2026-07-26T05:00:56+00:00,2026-07-30T11:20:55.532754+00:00,0.128
bbc,Badenoch says PM must rule out tax rises to fund social care reform,"In a letter to the PM, the Conservative leader offers to work with him on adult social care reform.",https://www.bbc.co.uk/news/articles/c0jlzqe9z9vo?at_medium=RSS&at_campaign=rss,2026-07-26T21:00:27+00:00,2026-07-30T11:20:55.532754+00:00,0.4939
bbc,'Every day I'm just winging it': The families hoping for social care reform,"As Andy Burnham outlines his aim to overhaul social care, BBC News speaks to the families caring for loved ones.",https://www.bbc.co.uk/news/articles/ce8lzdgzee9o?at_medium=RSS&at_campaign=rss,2026-07-29T16:43:42+00:00,2026-07-30T11:20:55.532754+00:00,0.7184
bbc,Laura Kuenssberg: Our exclusive behind-the-scenes access at No 10 as Andy Burnham became PM,Laura Kuenssberg was given unprecedented access to the new prime minister’s first days in power.,https://www.bbc.co.uk/news/articles/c79gdjlv78wo?at_medium=RSS&at_campaign=rss,2026-07-27T05:00:13+00:00,2026-07-30T11:20:55.532754+00:00,-0.1779
bbc,Faisal Islam: The UK's Trump trade deal no longer looks world-beating,"While the US tariffs imposed on the UK are effectively unchanged, other countries now have a better deal.",https://www.bbc.co.uk/news/articles/c9v4ymwddwgo?at_medium=RSS&at_campaign=rss,2026-07-24T14:02:26+00:00,2026-07-30T11:20:55.532754+00:00,-0.296
bbc,Andy Burnham's plan to collaborate with social media creators,The new prime minister plans to work with influencers and social media creators to get his message out.,https://www.bbc.co.uk/news/articles/cy4k74xj9lyo?at_medium=RSS&at_campaign=rss,2026-07-23T08:28:57+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,"Sackings, cabinet surprises and policies: Burnham's first 24 hours as PM",The new prime minister enters Number 10 in a flurry of activity - but he is still facing calls for a snap election.,https://www.bbc.co.uk/news/articles/c4gjz907pppo?at_medium=RSS&at_campaign=rss,2026-07-21T17:14:44+00:00,2026-07-30T11:20:55.532754+00:00,0.2263
bbc,Who's in Andy Burnham's cabinet?,An in-depth look at which Labour MPs have been appointed to cabinet roles by new Prime Minister Andy Burnham,https://www.bbc.co.uk/news/articles/ckg4we9g58do?at_medium=RSS&at_campaign=rss,2026-07-28T13:36:18+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Louise Haigh: Labour power broker behind Burnham's rise,The Sheffield MP's return to the cabinet comes after she emerged as one of the PM's key political allies.,https://www.bbc.co.uk/news/articles/c87n0x974vjo?at_medium=RSS&at_campaign=rss,2026-07-20T20:15:48+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Angela Rayner: Cabinet comeback for one of Labour's biggest names,The potential contender to replace Keir Starmer is now back in the cabinet under Andy Burnham.,https://www.bbc.co.uk/news/articles/cqlz3p0ryylo?at_medium=RSS&at_campaign=rss,2026-07-21T16:12:23+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Who is new chancellor John Healey? Labour veteran who quit as defence secretary,The former defence secretary is seen as a safe pair of hands - and is now in charge of the government's finances.,https://www.bbc.co.uk/news/articles/ce85y9lm81no?at_medium=RSS&at_campaign=rss,2026-07-20T18:44:55+00:00,2026-07-30T11:20:55.532754+00:00,0.1027
bbc,Burnham's 'Manchesterism' got him to No 10 - but will it work for the UK?,Economics editor Faisal Islam examines whether the north-west city can be a template for the entire country.,https://www.bbc.co.uk/news/articles/clyl3z2xld8o?at_medium=RSS&at_campaign=rss,2026-07-17T05:00:08+00:00,2026-07-30T11:20:55.532754+00:00,-0.1531
bbc,"Burnham set for No 10: BBC correspondents on what Trump, Putin and others will make of him","In the US, China, Europe, Russia and elsewhere, how is the UK's expected new prime minister regarded?",https://www.bbc.co.uk/news/articles/cn8qzlvlz81o?at_medium=RSS&at_campaign=rss,2026-07-12T23:49:28+00:00,2026-07-30T11:20:55.532754+00:00,-0.296
bbc,How a rise in ADHD benefits claims is adding to welfare spending challenge,"More than 100,000 people with ADHD as their main condition receive Pip, latest figures show, an increase of 40% since Labour came to power.",https://www.bbc.co.uk/news/articles/c24ym9yd8p6o?at_medium=RSS&at_campaign=rss,2026-07-09T08:35:18+00:00,2026-07-30T11:20:55.532754+00:00,0.4404
bbc,How the leasehold revolution could transform neighbourly relations,"The government wants to abolish leasehold, but replacing it could prove far more complicated",https://www.bbc.co.uk/news/articles/cp8llpp67l1o?at_medium=RSS&at_campaign=rss,2026-07-07T23:13:38+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Burnham's people: MPs and advisers in line for a job if he gains power,The key figures likely to be influential if Burnham succeeds in gaining the keys to Number 10.,https://www.bbc.co.uk/news/articles/c8621d1egw1o?at_medium=RSS&at_campaign=rss,2026-06-24T08:42:42+00:00,2026-07-30T11:20:55.532754+00:00,0.34
bbc,Why Starmer's defence plan leaves next PM with £4.7bn headache,Keir Starmer announces extra defence spending - but the subject will still be one of the trickiest issues in his successor's in-tray.,https://www.bbc.co.uk/news/articles/c9q250511neo?at_medium=RSS&at_campaign=rss,2026-07-01T07:34:48+00:00,2026-07-30T11:20:55.532754+00:00,0.1027
bbc,Will Starmer's plan for defence help UK hit Nato's spending target?,BBC Verify looks at what the big numbers around the Defence Investment Plan mean for spending on the military and hitting the government's pledges.,https://www.bbc.co.uk/news/articles/cn07ey43xpeo?at_medium=RSS&at_campaign=rss,2026-06-30T20:21:11+00:00,2026-07-30T11:20:55.532754+00:00,0.4767
bbc,What we know about Andy Burnham's policies,The former Greater Manchester has begun outlining the policies he will pursue as prime minister.,https://www.bbc.co.uk/news/articles/clywzj2vk3zo?at_medium=RSS&at_campaign=rss,2026-07-20T15:40:51+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Key takeaways as Andy Burnham becomes PM,The new Labour leader has formally taken office and set out his priorities for power in No 10.,https://www.bbc.co.uk/news/articles/c80nln7zgp7o?at_medium=RSS&at_campaign=rss,2026-07-20T20:07:01+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,He'll be the first Andy in No 10 - but his rise to power has been decades in the making,The outgoing Greater Manchester mayor is lining up a third attempt to be Labour leader following his return to Westminster.,https://www.bbc.co.uk/news/articles/cp8pml5z8p6o?at_medium=RSS&at_campaign=rss,2026-07-20T09:35:56+00:00,2026-07-30T11:20:55.532754+00:00,-0.1531
bbc,Analysis: Burnham's policy choices reveal what kind of PM he wants to be,The new prime minister has begun to set out key policies - starting with a vow to end rough sleeping.,https://www.bbc.co.uk/news/articles/c3r0x5nzg0eo?at_medium=RSS&at_campaign=rss,2026-07-20T15:41:02+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Row after Tory bid to make Burnham face MPs before autumn fails,"The Tories have accused Labour of ""running scared"" after ministers denied them a chance to delay Parliament's summer break.",https://www.bbc.co.uk/news/articles/cj6g61y6lpro?at_medium=RSS&at_campaign=rss,2026-07-14T17:15:03+00:00,2026-07-30T11:20:55.532754+00:00,-0.4215
bbc,Cash-strapped Thames Water poses big test for Burnham,"Despite returning to profit after hiking bills 40%, the deeply troubled company is far from out of the woods.",https://www.bbc.co.uk/news/articles/c4gygy43103o?at_medium=RSS&at_campaign=rss,2026-07-15T12:09:08+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Chris Mason: What his first week in power tells us about Andy Burnham,"The fledgling Burnham administration has been seeking to find its feet and make a decent first impression at the same time, the BBC's political editor Chris Mason explains.",https://www.bbc.co.uk/news/articles/cz97ngjpg3lo?at_medium=RSS&at_campaign=rss,2026-07-24T12:58:58+00:00,2026-07-30T11:20:55.532754+00:00,0.0
bbc,Shapps blocked from standing again for the Conservatives,"Kemi Badenoch tells the BBC she leads a ""new party full of new people"" as ex-MP is rejected as a candidate.",https://www.bbc.co.uk/news/articles/cwyrjnwe8xlo?at_medium=RSS&at_campaign=rss,2026-07-23T13:13:58+00:00,2026-07-30T11:20:55.532754+00:00,-0.2732
bbc,Scottish Labour leader Anas Sarwar set to become a minister in Burnham's government,"It would mean Sarwar leaving the Scottish Parliament and his leader role, then taking up a seat in the House of Lords.",https://www.bbc.co.uk/news/articles/ce970y1n7plo?at_medium=RSS&at_campaign=rss,2026-07-22T09:22:27+00:00,2026-07-30T11:20:55.532754+00:00,0.0
